case,model,placement,reference_variant,evidence,budget,trial,submitted,proposed,precision,recall,surviving_instance_fc,experiment_only_recall,residual_total,residual_experiment_only,residual_native,confirmed_provision,refuted_provision,interrogated,interrogate_calls,provision_calls,turns,total_tokens,reasoning_tokens,latency_s,mean_conf_correct,mean_conf_incorrect,surviving_traps
instance_hard,gpt-5.6-sol,both_cognitive,none,attrs+rels,12,1,True,11,1.0,1.0,0,1.0,3,0,3,2,1,9,9,3,4,14456,441,18.42,0.995,,
instance_hard,gpt-5.6-sol,both_cognitive,none,attrs+rels,12,2,True,9,1.0,0.818,0,1.0,7,0,3,0,0,12,12,0,3,11013,563,19.18,0.992,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name,12,0,True,11,1.0,1.0,0,1.0,3,0,3,0,0,12,12,0,3,7919,718,24.74,0.868,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name,12,1,True,6,1.0,0.545,0,0.5,13,2,3,0,0,12,12,0,3,8271,1078,27.6,0.942,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name,12,2,True,7,1.0,0.636,0,0.5,11,2,3,0,0,12,12,0,2,5417,871,23.28,0.911,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,12,0,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,6987,253,11.59,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,12,1,True,9,1.0,0.818,0,0.5,7,2,3,2,1,2,2,3,3,11912,931,23.4,0.978,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,12,2,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7289,423,11.83,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,name+attrs+rels,12,0,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7225,591,15.05,0.991,,
instance_hard,gpt-5.6-sol,one_inert,none,name+attrs+rels,12,1,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7159,476,13.67,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,name+attrs+rels,12,2,True,9,1.0,0.818,0,0.5,7,2,3,2,1,4,4,3,2,7725,658,19.75,0.972,,
instance_hard,gpt-5.6-sol,one_inert,none,key+attrs+rels,12,0,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,6565,252,13.28,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,key+attrs+rels,12,1,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,6679,327,8.92,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,key+attrs+rels,12,2,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,6673,329,9.26,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key,12,0,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,3280,172,7.9,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key,12,1,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,3319,204,6.87,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key,12,2,True,7,1.0,0.636,0,0.0,11,4,3,0,1,4,4,1,2,3799,307,9.3,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,attrs+rels,12,0,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,6576,387,11.43,0.991,,
instance_hard,gpt-5.6-sol,one_inert,none,attrs+rels,12,1,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,6612,461,12.16,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,attrs+rels,12,2,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,6543,379,9.85,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,name,12,0,True,9,1.0,0.818,0,1.0,7,0,3,0,0,12,12,0,4,10642,970,28.77,0.891,,
instance_hard,gpt-5.6-sol,one_inert,none,name,12,1,True,2,1.0,0.182,0,0.0,21,4,3,2,1,9,9,3,4,8302,694,22.95,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name,12,2,True,0,0.0,0.0,0,0.0,25,4,3,0,1,0,0,1,2,3061,218,7.17,,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,12,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3377,240,6.97,0.967,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,12,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,3532,371,9.75,0.943,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,12,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3298,161,5.12,0.99,,
instance_hard,gpt-5.6-sol,both_inert,none,name+attrs+rels,12,0,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,3791,742,15.05,0.862,,
instance_hard,gpt-5.6-sol,both_inert,none,name+attrs+rels,12,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3444,419,10.64,0.98,,
instance_hard,gpt-5.6-sol,both_inert,none,name+attrs+rels,12,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3240,215,7.91,0.943,,
instance_hard,gpt-5.6-sol,both_inert,none,key+attrs+rels,12,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3053,143,5.1,0.98,,
instance_hard,gpt-5.6-sol,both_inert,none,key+attrs+rels,12,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3018,108,5.9,0.99,,
instance_hard,gpt-5.6-sol,both_inert,none,key+attrs+rels,12,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3035,125,4.75,0.99,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key,12,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,1598,142,6.04,0.99,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key,12,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,1557,101,4.13,0.99,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key,12,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,1620,164,5.39,0.99,,
instance_hard,gpt-5.6-sol,both_inert,none,attrs+rels,12,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3057,259,6.96,0.956,,
instance_hard,gpt-5.6-sol,both_inert,none,attrs+rels,12,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3002,204,5.74,0.967,,
instance_hard,gpt-5.6-sol,both_inert,none,attrs+rels,12,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2994,196,6.03,0.936,,
instance_hard,gpt-5.6-sol,both_inert,none,name,12,0,True,6,1.0,0.545,0,0.5,13,2,3,0,0,0,0,0,1,1836,504,11.39,0.817,,
instance_hard,gpt-5.6-sol,both_inert,none,name,12,1,True,6,1.0,0.545,0,0.5,13,2,3,0,0,0,0,0,1,1675,343,8.01,0.707,,
instance_hard,gpt-5.6-sol,both_inert,none,name,12,2,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,1783,391,10.38,0.775,,
