case,phase,model,policy,placement,reference,trial,submitted,n_intents,decision_correct,decision_accuracy,offer_correct,refer_count,best_calls,policy_calls,feasibility_calls,turns,total_tokens,reasoning_tokens,latency_s
intent_dci,negotiate,gpt-5-mini,assured,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,3,8778,768,13.69
intent_dci,negotiate,gpt-5-mini,assured,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,6,22519,1536,21.3
intent_dci,negotiate,gpt-5-mini,assured,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,3746,1984,17.36
intent_dci,negotiate,gpt-5-mini,assured,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,3114,1344,12.12
intent_dci,negotiate,gpt-5-mini,assured,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,6,24387,1472,25.11
intent_dci,negotiate,gpt-5-mini,assured,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,6,18684,640,15.62
intent_dci,negotiate,gpt-5-mini,assured,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,8,27569,448,14.72
intent_dci,negotiate,gpt-5-mini,assured,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,3,10136,576,10.02
intent_dci,negotiate,gpt-5-mini,economy,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,3,9411,960,13.59
intent_dci,negotiate,gpt-5-mini,economy,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,6,16564,384,13.2
intent_dci,negotiate,gpt-5-mini,economy,provider_inert,none,0,True,3,2,0.667,2,0,0,3,0,3,9886,1856,17.17
intent_dci,negotiate,gpt-5-mini,economy,provider_inert,none,1,True,3,3,1.0,2,0,0,3,0,6,21429,1792,23.22
intent_dci,negotiate,gpt-5-mini,economy,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,6,16315,384,12.59
intent_dci,negotiate,gpt-5-mini,economy,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,3,8295,640,10.55
intent_dci,negotiate,gpt-5-mini,economy,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,6,16752,448,13.36
intent_dci,negotiate,gpt-5-mini,economy,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,8,21060,256,14.61
intent_dci,negotiate,gpt-5-mini,economy,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,4288,2560,17.84
intent_dci,negotiate,gpt-5-mini,economy,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,4108,2368,17.57
intent_dci,negotiate,gpt-5-mini,economy,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,6,17905,192,10.96
intent_dci,negotiate,gpt-5-mini,economy,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,8,23653,384,13.17
intent_dci,negotiate,gpt-5-mini,economy,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,6,21357,704,14.32
intent_dci,negotiate,gpt-5-mini,economy,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,8,28137,448,14.78
intent_dci,negotiate,gpt-5-nano,premium,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,8,29662,1408,14.74
intent_dci,negotiate,gpt-5-nano,premium,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,8,78892,7744,46.87
intent_dci,negotiate,gpt-5-nano,premium,provider_inert,none,0,True,3,3,1.0,2,0,0,3,0,8,64547,6656,43.08
intent_dci,negotiate,gpt-5-nano,premium,provider_inert,none,1,True,3,3,1.0,2,0,0,3,0,3,26531,7808,37.35
intent_dci,negotiate,gpt-5-nano,premium,consumer_policy,none,0,True,3,0,0.0,0,3,3,1,1,3,21198,6080,32.75
intent_dci,negotiate,gpt-5-nano,premium,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,8,95638,10176,58.81
intent_dci,negotiate,gpt-5-nano,premium,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,8,39918,2816,25.31
intent_dci,negotiate,gpt-5-nano,premium,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,3,12237,2112,17.06
intent_dci,negotiate,gpt-5-nano,premium,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,2,18591,7936,42.92
intent_dci,negotiate,gpt-5-nano,premium,both_inert,none,1,True,3,0,0.0,0,2,0,0,0,1,8198,6464,33.28
intent_dci,negotiate,gpt-5-nano,premium,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,5,20624,2176,17.3
intent_dci,negotiate,gpt-5-nano,premium,both_cognitive,unit,1,True,3,2,0.667,1,0,3,3,3,6,32536,3328,23.24
intent_dci,negotiate,gpt-5-nano,premium,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,3,15201,2496,17.0
intent_dci,negotiate,gpt-5-nano,premium,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,8,32323,1536,18.4
intent_dci,negotiate,gpt-5-nano,assured,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,8,39601,3136,33.47
intent_dci,negotiate,gpt-5-nano,assured,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,8,50312,5056,34.48
intent_dci,negotiate,gpt-5-nano,assured,provider_inert,none,0,True,3,3,1.0,2,0,0,3,0,6,33069,4288,34.66
intent_dci,negotiate,gpt-5-nano,assured,provider_inert,none,1,True,3,3,1.0,2,0,0,3,0,3,26737,7680,47.12
intent_dci,negotiate,gpt-5-nano,assured,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,0,3,24340,6464,39.63
intent_dci,negotiate,gpt-5-nano,assured,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,8,73304,7104,45.95
intent_dci,negotiate,gpt-5-nano,assured,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,3,21852,5440,32.77
intent_dci,negotiate,gpt-5-nano,assured,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,3,14655,3008,18.64
intent_dci,negotiate,gpt-5-nano,assured,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,6,53650,7296,43.12
intent_dci,negotiate,gpt-5-nano,assured,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,3,16420,4928,31.33
intent_dci,negotiate,gpt-5-nano,assured,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,8,86450,9088,52.79
intent_dci,negotiate,gpt-5-nano,assured,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,3,18691,4288,25.69
intent_dci,negotiate,gpt-5-nano,assured,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,6,42405,4288,28.57
intent_dci,negotiate,gpt-5-nano,assured,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,8,49410,4160,28.68
intent_dci,negotiate,gpt-5-nano,economy,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,8,30459,1536,16.48
intent_dci,negotiate,gpt-5-nano,economy,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,8,70618,6912,43.41
intent_dci,negotiate,gpt-5-nano,economy,provider_inert,none,0,True,3,3,1.0,1,0,0,3,0,2,19250,7936,114.56
intent_dci,negotiate,gpt-5-nano,economy,provider_inert,none,1,True,3,3,1.0,1,0,0,3,0,5,57070,10176,56.11
intent_dci,negotiate,gpt-5-nano,economy,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,8,73542,7232,46.62
intent_dci,negotiate,gpt-5-nano,economy,consumer_policy,none,1,True,3,0,0.0,0,3,0,0,0,1,4860,3072,17.96
intent_dci,negotiate,gpt-5-nano,economy,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,8,77813,7424,44.75
intent_dci,negotiate,gpt-5-nano,economy,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,8,35455,2112,23.74
intent_dci,negotiate,gpt-5-nano,economy,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,8306,6528,33.17
intent_dci,negotiate,gpt-5-nano,economy,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,9222,7488,40.16
intent_dci,negotiate,gpt-5-nano,economy,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,8,68182,6080,35.31
intent_dci,negotiate,gpt-5-nano,economy,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,8,32288,2048,18.55
intent_dci,negotiate,gpt-5-nano,economy,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,3,18164,3328,24.11
intent_dci,negotiate,gpt-5-nano,economy,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,8,79495,7424,45.38
