case,stack,uses_reference,placement,proposed,true_positives,false_positives,false_negatives,surviving_false_cognates,precision,recall,f1,residual,candidates,bilateral_checks,binding_ops,scaling,total_tokens,reasoning_tokens,latency_s,model
config_cross_domain,openai-agent(no-ref),False,both_inert,1,1,0,4,0,1.0,0.2,0.333,13,1,0,0,~N^2,2931,1023,23.86,gpt-5.6-sol
config_cross_domain,openai-agent(ref),True,both_inert,4,4,0,1,0,1.0,0.8,0.889,7,4,0,10,~N,3157,674,13.13,gpt-5.6-sol
config_cross_domain,openai-agent(ref),True,both_inert,4,4,0,1,0,1.0,0.8,0.889,7,4,0,10,~N,2750,266,7.06,gpt-5.6-sol
config_cross_domain,openai-agent(ref),True,both_inert,4,4,0,1,0,1.0,0.8,0.889,7,4,0,10,~N,2947,421,9.57,gpt-5.6-sol
config_cross_domain,openai-agent(no-ref),False,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,0,~N^2,3084,896,16.69,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,0,~N^2,3100,896,15.46,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,0,~N^2,3087,832,15.68,gpt-5-mini
config_cross_domain,openai-agent(ref),True,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,3130,384,9.69,gpt-5-mini
config_cross_domain,openai-agent(ref),True,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,3179,384,10.28,gpt-5-mini
config_cross_domain,openai-agent(ref),True,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,3063,320,8.7,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,one_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,0,~N^2,3133,832,17.0,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,one_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,0,~N^2,3445,1152,22.73,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,one_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,0,~N^2,3218,832,19.46,gpt-5-mini
config_cross_domain,openai-agent(ref),True,one_inert,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,3830,960,18.1,gpt-5-mini
config_cross_domain,openai-agent(ref),True,one_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,10,~N,4389,1472,24.28,gpt-5-mini
config_cross_domain,openai-agent(ref),True,one_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,10,~N,4541,1600,25.81,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,both_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,3289,896,17.19,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,both_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,3012,640,15.05,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,both_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,3060,704,15.57,gpt-5-mini
config_cross_domain,openai-agent(ref),True,both_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,10,~N,3903,1024,17.41,gpt-5-mini
config_cross_domain,openai-agent(ref),True,both_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,10,~N,4269,1472,20.43,gpt-5-mini
config_cross_domain,openai-agent(ref),True,both_inert,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,4326,1472,21.3,gpt-5-mini
config_cross_domain,openai-agent(no-ref),False,both_cognitive,6,5,1,0,1,0.833,1.0,0.909,3,6,0,0,~N^2,5982,3840,27.95,gpt-5-nano
config_cross_domain,openai-agent(no-ref),False,both_cognitive,6,5,1,0,1,0.833,1.0,0.909,3,6,0,0,~N^2,5313,3136,27.31,gpt-5-nano
config_cross_domain,openai-agent(no-ref),False,both_cognitive,6,5,1,0,1,0.833,1.0,0.909,3,6,0,0,~N^2,4309,2112,16.3,gpt-5-nano
config_cross_domain,openai-agent(ref),True,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,4490,1792,16.76,gpt-5-nano
config_cross_domain,openai-agent(ref),True,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,4808,2112,17.71,gpt-5-nano
config_cross_domain,openai-agent(ref),True,both_cognitive,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,4353,1664,14.24,gpt-5-nano
config_cross_domain,openai-agent(no-ref),False,one_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,6201,3904,29.64,gpt-5-nano
config_cross_domain,openai-agent(no-ref),False,one_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,5848,3584,25.94,gpt-5-nano
config_cross_domain,openai-agent(no-ref),False,one_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,5893,3584,24.95,gpt-5-nano
config_cross_domain,openai-agent(ref),True,one_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,10,~N,5801,2944,22.28,gpt-5-nano
config_cross_domain,openai-agent(ref),True,one_inert,6,5,1,0,1,0.833,1.0,0.909,3,6,0,10,~N,6624,3840,27.28,gpt-5-nano
config_cross_domain,openai-agent(ref),True,one_inert,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,8034,5184,31.89,gpt-5-nano
config_cross_domain,openai-agent(no-ref),False,both_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,6047,3712,25.35,gpt-5-nano
config_cross_domain,openai-agent(no-ref),False,both_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,5805,3520,27.55,gpt-5-nano
config_cross_domain,openai-agent(no-ref),False,both_inert,7,4,3,1,1,0.571,0.8,0.667,1,7,0,0,~N^2,6546,4288,29.2,gpt-5-nano
config_cross_domain,openai-agent(ref),True,both_inert,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,7922,5248,36.02,gpt-5-nano
config_cross_domain,openai-agent(ref),True,both_inert,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,7876,5248,32.99,gpt-5-nano
config_cross_domain,openai-agent(ref),True,both_inert,5,5,0,0,0,1.0,1.0,1.0,5,5,0,10,~N,6071,3456,23.92,gpt-5-nano
