case,phase,model,policy,placement,reference,trial,submitted,n_intents,decision_correct,decision_accuracy,offer_correct,refer_count,best_calls,policy_calls,feasibility_calls,turns,total_tokens,reasoning_tokens,latency_s
intent_hard,negotiate,gpt-5-mini,resil,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,6,20866,256,11.35
intent_hard,negotiate,gpt-5-mini,resil,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,6,23946,768,17.73
intent_hard,negotiate,gpt-5-mini,bulk,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,6,16238,128,11.72
intent_hard,negotiate,gpt-5-mini,bulk,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,3,9130,832,14.88
intent_hard,negotiate,gpt-5-mini,bulk,provider_inert,none,0,True,3,3,1.0,3,0,0,3,0,3,9255,1344,19.03
intent_hard,negotiate,gpt-5-mini,bulk,provider_inert,none,1,True,3,3,1.0,3,0,0,3,0,3,10244,1856,24.24
intent_hard,negotiate,gpt-5-mini,bulk,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,6,16854,256,12.76
intent_hard,negotiate,gpt-5-mini,bulk,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,6,18154,512,15.61
intent_hard,negotiate,gpt-5-mini,bulk,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,8,23043,384,18.51
intent_hard,negotiate,gpt-5-mini,bulk,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,6,17392,320,14.23
intent_hard,negotiate,gpt-5-mini,bulk,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,3440,1600,15.95
intent_hard,negotiate,gpt-5-mini,bulk,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,4270,2432,23.8
intent_hard,negotiate,gpt-5-mini,bulk,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,6,20672,640,17.31
intent_hard,negotiate,gpt-5-mini,bulk,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,8,26311,448,19.84
intent_hard,negotiate,gpt-5-mini,bulk,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,6,21429,384,12.33
intent_hard,negotiate,gpt-5-mini,bulk,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,10,33035,192,15.5
