case,phase,model,policy,placement,reference,trial,submitted,n_intents,decision_correct,decision_accuracy,offer_correct,refer_count,best_calls,policy_calls,feasibility_calls,turns,total_tokens,reasoning_tokens,latency_s
intent_metro,negotiate,gpt-5.6-sol,assured,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,3,7884,65,5.49
intent_metro,negotiate,gpt-5.6-sol,assured,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,3,7847,46,5.63
intent_metro,negotiate,gpt-5.6-sol,assured,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,3,8847,41,6.54
intent_metro,negotiate,gpt-5.6-sol,assured,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,3,8884,54,7.11
intent_metro,negotiate,gpt-5.6-sol,economy,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,3,6894,45,6.19
intent_metro,negotiate,gpt-5.6-sol,economy,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,3,6914,56,8.28
intent_metro,negotiate,gpt-5.6-sol,economy,provider_inert,none,0,True,3,3,1.0,3,0,0,3,0,3,6832,412,10.46
intent_metro,negotiate,gpt-5.6-sol,economy,provider_inert,none,1,True,3,3,1.0,3,0,0,3,0,3,7030,516,11.87
intent_metro,negotiate,gpt-5.6-sol,economy,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,3,7077,81,7.05
intent_metro,negotiate,gpt-5.6-sol,economy,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,3,7060,76,7.92
intent_metro,negotiate,gpt-5.6-sol,economy,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,3,7162,147,7.63
intent_metro,negotiate,gpt-5.6-sol,economy,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,3,7043,118,6.74
intent_metro,negotiate,gpt-5.6-sol,economy,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,2281,549,8.6
intent_metro,negotiate,gpt-5.6-sol,economy,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,2156,424,6.01
intent_metro,negotiate,gpt-5.6-sol,economy,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,3,7856,59,6.55
intent_metro,negotiate,gpt-5.6-sol,economy,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,3,7843,53,5.91
intent_metro,negotiate,gpt-5.6-sol,economy,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,3,8830,38,5.56
intent_metro,negotiate,gpt-5.6-sol,economy,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,3,8836,42,5.81
intent_metro,negotiate,gpt-5-mini,premium,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,8,24445,704,19.4
intent_metro,negotiate,gpt-5-mini,premium,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,6,16659,320,11.57
intent_metro,negotiate,gpt-5-mini,premium,provider_inert,none,0,True,3,3,1.0,2,0,0,3,0,3,10743,2304,27.03
intent_metro,negotiate,gpt-5-mini,premium,provider_inert,none,1,True,3,3,1.0,3,0,0,3,0,6,21579,1792,25.12
intent_metro,negotiate,gpt-5-mini,premium,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,10,26421,256,16.71
intent_metro,negotiate,gpt-5-mini,premium,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,6,17056,384,15.7
intent_metro,negotiate,gpt-5-mini,premium,consumer_mute,none,0,True,3,0,0.0,0,3,0,0,0,2,9049,2688,28.26
intent_metro,negotiate,gpt-5-mini,premium,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,3,7879,384,10.97
intent_metro,negotiate,gpt-5-mini,premium,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,4330,2560,21.91
intent_metro,negotiate,gpt-5-mini,premium,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,3494,1728,16.09
intent_metro,negotiate,gpt-5-mini,premium,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,8,24298,384,16.13
intent_metro,negotiate,gpt-5-mini,premium,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,6,19595,576,14.47
intent_metro,negotiate,gpt-5-mini,premium,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,6,21679,512,13.77
intent_metro,negotiate,gpt-5-mini,premium,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,6,22507,640,18.89
intent_metro,negotiate,gpt-5-mini,assured,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,6,16612,448,13.21
intent_metro,negotiate,gpt-5-mini,assured,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,6,16271,320,10.65
intent_metro,negotiate,gpt-5-mini,assured,provider_inert,none,0,True,3,3,1.0,2,0,0,3,0,8,30842,2048,28.18
intent_metro,negotiate,gpt-5-mini,assured,provider_inert,none,1,True,3,3,1.0,2,0,0,3,0,6,20690,1664,22.53
intent_metro,negotiate,gpt-5-mini,assured,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,8,28835,1280,23.67
intent_metro,negotiate,gpt-5-mini,assured,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,6,18365,768,18.17
intent_metro,negotiate,gpt-5-mini,assured,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,6,16630,320,14.75
intent_metro,negotiate,gpt-5-mini,assured,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,6,18090,576,14.29
intent_metro,negotiate,gpt-5-mini,assured,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,3603,1856,25.89
intent_metro,negotiate,gpt-5-mini,assured,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,3390,1600,15.62
intent_metro,negotiate,gpt-5-mini,assured,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,8,26213,640,16.84
intent_metro,negotiate,gpt-5-mini,assured,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,6,19218,640,16.29
intent_metro,negotiate,gpt-5-mini,assured,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,6,20788,448,13.5
intent_metro,negotiate,gpt-5-mini,assured,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,6,20049,320,16.18
intent_metro,negotiate,gpt-5-mini,economy,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,6,15951,256,11.09
intent_metro,negotiate,gpt-5-mini,economy,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,6,16322,320,12.97
intent_metro,negotiate,gpt-5-mini,economy,provider_inert,none,0,True,3,3,1.0,3,0,0,3,0,4,14229,1984,25.29
intent_metro,negotiate,gpt-5-mini,economy,provider_inert,none,1,True,3,3,1.0,3,0,0,3,0,6,20448,1536,23.39
intent_metro,negotiate,gpt-5-mini,economy,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,6,18094,640,19.16
intent_metro,negotiate,gpt-5-mini,economy,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,8,23900,768,16.89
intent_metro,negotiate,gpt-5-mini,economy,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,8,21249,192,13.51
intent_metro,negotiate,gpt-5-mini,economy,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,6,16584,576,13.75
intent_metro,negotiate,gpt-5-mini,economy,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,3736,1984,17.72
intent_metro,negotiate,gpt-5-mini,economy,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,4050,2304,21.41
intent_metro,negotiate,gpt-5-mini,economy,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,3,9476,640,11.98
intent_metro,negotiate,gpt-5-mini,economy,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,8,23849,192,13.53
intent_metro,negotiate,gpt-5-mini,economy,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,10,33140,320,16.78
intent_metro,negotiate,gpt-5-mini,economy,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,8,30772,832,17.48
intent_metro,negotiate,gpt-5-nano,premium,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,3,11511,1792,12.59
intent_metro,negotiate,gpt-5-nano,premium,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,3,12987,2944,21.66
intent_metro,negotiate,gpt-5-nano,premium,provider_inert,none,0,True,3,2,0.667,2,0,0,3,0,3,18798,6272,32.65
intent_metro,negotiate,gpt-5-nano,premium,provider_inert,none,1,True,3,3,1.0,2,0,0,3,0,3,17549,4672,28.0
intent_metro,negotiate,gpt-5-nano,premium,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,0,3,23175,6016,29.75
intent_metro,negotiate,gpt-5-nano,premium,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,8,30743,1792,18.24
intent_metro,negotiate,gpt-5-nano,premium,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,8,89054,9024,50.25
intent_metro,negotiate,gpt-5-nano,premium,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,8,108233,11456,67.44
intent_metro,negotiate,gpt-5-nano,premium,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,2,18347,7872,38.21
intent_metro,negotiate,gpt-5-nano,premium,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,2,14087,5824,27.54
intent_metro,negotiate,gpt-5-nano,premium,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,8,65087,5824,38.28
intent_metro,negotiate,gpt-5-nano,premium,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,8,66036,5824,34.59
intent_metro,negotiate,gpt-5-nano,premium,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,6,25655,1472,16.03
intent_metro,negotiate,gpt-5-nano,premium,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,8,82643,8192,49.89
intent_metro,negotiate,gpt-5-nano,assured,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,8,62852,5824,35.21
intent_metro,negotiate,gpt-5-nano,assured,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,3,33721,9280,47.28
intent_metro,negotiate,gpt-5-nano,assured,provider_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,6485,4672,35.13
intent_metro,negotiate,gpt-5-nano,assured,provider_inert,none,1,True,3,3,1.0,3,0,0,3,0,5,31630,4800,27.13
intent_metro,negotiate,gpt-5-nano,assured,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,8,72508,6848,41.77
intent_metro,negotiate,gpt-5-nano,assured,consumer_policy,none,1,True,3,1,0.333,1,2,0,1,0,2,19033,7808,45.65
intent_metro,negotiate,gpt-5-nano,assured,consumer_mute,none,0,True,3,0,0.0,0,3,0,0,0,2,18273,7424,34.2
intent_metro,negotiate,gpt-5-nano,assured,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,3,26503,6848,34.68
intent_metro,negotiate,gpt-5-nano,assured,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,6,53278,6976,41.92
intent_metro,negotiate,gpt-5-nano,assured,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,6,56098,7488,49.6
intent_metro,negotiate,gpt-5-nano,assured,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,0,3,12708,2240,14.65
intent_metro,negotiate,gpt-5-nano,assured,both_cognitive,unit,1,True,3,2,0.667,2,0,3,3,3,8,31760,1728,35.54
intent_metro,negotiate,gpt-5-nano,assured,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,8,50732,3968,26.62
intent_metro,negotiate,gpt-5-nano,assured,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,8,49031,3648,25.91
intent_metro,negotiate,gpt-5-nano,economy,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,3,9712,1408,10.14
intent_metro,negotiate,gpt-5-nano,economy,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,3,9507,1216,11.58
intent_metro,negotiate,gpt-5-nano,economy,provider_inert,none,0,True,3,1,0.333,0,0,0,0,0,2,13563,8512,40.89
intent_metro,negotiate,gpt-5-nano,economy,provider_inert,none,1,True,3,3,1.0,3,0,0,3,0,8,80626,8192,45.83
intent_metro,negotiate,gpt-5-nano,economy,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,10,92101,7232,40.75
intent_metro,negotiate,gpt-5-nano,economy,consumer_policy,none,1,True,3,2,0.667,1,0,0,0,0,1,9143,7296,34.63
intent_metro,negotiate,gpt-5-nano,economy,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,6,56284,7488,44.99
intent_metro,negotiate,gpt-5-nano,economy,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,3,18869,4544,23.35
intent_metro,negotiate,gpt-5-nano,economy,both_inert,none,0,True,3,3,1.0,2,0,0,0,0,1,6739,4992,22.74
intent_metro,negotiate,gpt-5-nano,economy,both_inert,none,1,True,3,3,1.0,2,0,0,0,0,2,18943,8128,37.79
intent_metro,negotiate,gpt-5-nano,economy,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,8,94945,9856,51.86
intent_metro,negotiate,gpt-5-nano,economy,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,8,67959,6272,37.48
intent_metro,negotiate,gpt-5-nano,economy,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,3,11799,1344,13.89
intent_metro,negotiate,gpt-5-nano,economy,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,8,51077,3648,25.79
