case,model,placement,cell,uses_reference,lexical,class,definition,example,n_fields,trial,precision,recall,surviving_false_cognates,residual,reasoning_tokens,surviving_traps
config_evpn_indeplex,gpt-5.6-sol,both_inert,class+definition+example,True,0,1,1,1,3,1,1.0,1.0,0,5,167,
config_evpn_indeplex,gpt-5.6-sol,both_inert,class+definition+example,True,0,1,1,1,3,2,1.0,1.0,0,5,217,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical,True,1,0,0,0,1,0,1.0,1.0,0,5,1339,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical,True,1,0,0,0,1,1,1.0,0.875,0,7,512,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical,True,1,0,0,0,1,2,1.0,0.875,0,7,455,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+example,True,1,0,0,1,2,0,1.0,0.875,0,7,1644,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+example,True,1,0,0,1,2,1,1.0,0.875,0,7,827,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+example,True,1,0,0,1,2,2,1.0,0.875,0,7,717,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+definition,True,1,0,1,0,2,0,1.0,1.0,0,5,313,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+definition,True,1,0,1,0,2,1,1.0,1.0,0,5,340,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+definition,True,1,0,1,0,2,2,1.0,1.0,0,5,131,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+definition+example,True,1,0,1,1,3,0,1.0,1.0,0,5,178,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+definition+example,True,1,0,1,1,3,1,1.0,1.0,0,5,309,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+definition+example,True,1,0,1,1,3,2,1.0,1.0,0,5,203,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class,True,1,1,0,0,2,0,1.0,0.875,0,7,320,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class,True,1,1,0,0,2,1,1.0,0.875,0,7,375,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class,True,1,1,0,0,2,2,1.0,0.875,0,7,512,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+example,True,1,1,0,1,3,0,1.0,0.875,0,7,935,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+example,True,1,1,0,1,3,1,1.0,0.875,0,7,513,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+example,True,1,1,0,1,3,2,1.0,0.875,0,7,512,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+definition,True,1,1,1,0,3,0,1.0,1.0,0,5,179,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+definition,True,1,1,1,0,3,1,1.0,1.0,0,5,87,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+definition,True,1,1,1,0,3,2,1.0,1.0,0,5,160,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+definition+example,True,1,1,1,1,4,0,1.0,1.0,0,5,363,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+definition+example,True,1,1,1,1,4,1,1.0,1.0,0,5,205,
config_evpn_indeplex,gpt-5.6-sol,both_inert,lexical+class+definition+example,True,1,1,1,1,4,2,1.0,1.0,0,5,195,
config_evpn_indeplex,gpt-5.6-sol,both_inert,no-reference,False,0,0,0,0,0,0,1.0,0.875,0,7,159,
config_evpn_indeplex,gpt-5.6-sol,both_inert,no-reference,False,0,0,0,0,0,1,1.0,0.875,0,7,497,
config_evpn_indeplex,gpt-5.6-sol,both_inert,no-reference,False,0,0,0,0,0,2,1.0,0.875,0,7,312,
config_evpn_indeplex,gpt-5.6-sol,one_inert,id-only,True,0,0,0,0,0,0,1.0,1.0,0,5,317,
config_evpn_indeplex,gpt-5.6-sol,one_inert,id-only,True,0,0,0,0,0,1,1.0,1.0,0,5,253,
config_evpn_indeplex,gpt-5.6-sol,one_inert,id-only,True,0,0,0,0,0,2,1.0,1.0,0,5,619,
config_evpn_indeplex,gpt-5.6-sol,one_inert,example,True,0,0,0,1,1,0,1.0,1.0,0,5,285,
config_evpn_indeplex,gpt-5.6-sol,one_inert,example,True,0,0,0,1,1,1,1.0,1.0,0,5,512,
config_evpn_indeplex,gpt-5.6-sol,one_inert,example,True,0,0,0,1,1,2,1.0,1.0,0,5,292,
config_evpn_indeplex,gpt-5.6-sol,one_inert,definition,True,0,0,1,0,1,0,1.0,1.0,0,5,119,
config_evpn_indeplex,gpt-5.6-sol,one_inert,definition,True,0,0,1,0,1,1,1.0,1.0,0,5,134,
config_evpn_indeplex,gpt-5.6-sol,one_inert,definition,True,0,0,1,0,1,2,1.0,1.0,0,5,75,
config_evpn_indeplex,gpt-5.6-sol,one_inert,definition+example,True,0,0,1,1,2,0,1.0,1.0,0,5,97,
config_evpn_indeplex,gpt-5.6-sol,one_inert,definition+example,True,0,0,1,1,2,1,1.0,1.0,0,5,120,
config_evpn_indeplex,gpt-5.6-sol,one_inert,definition+example,True,0,0,1,1,2,2,1.0,1.0,0,5,134,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class,True,0,1,0,0,1,0,1.0,1.0,0,5,508,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class,True,0,1,0,0,1,1,1.0,1.0,0,5,416,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class,True,0,1,0,0,1,2,1.0,1.0,0,5,441,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+example,True,0,1,0,1,2,0,1.0,1.0,0,5,235,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+example,True,0,1,0,1,2,1,1.0,1.0,0,5,399,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+example,True,0,1,0,1,2,2,1.0,1.0,0,5,105,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+definition,True,0,1,1,0,2,0,1.0,1.0,0,5,77,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+definition,True,0,1,1,0,2,1,1.0,1.0,0,5,74,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+definition,True,0,1,1,0,2,2,1.0,1.0,0,5,81,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+definition+example,True,0,1,1,1,3,0,1.0,1.0,0,5,104,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+definition+example,True,0,1,1,1,3,1,1.0,1.0,0,5,81,
config_evpn_indeplex,gpt-5.6-sol,one_inert,class+definition+example,True,0,1,1,1,3,2,1.0,1.0,0,5,81,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical,True,1,0,0,0,1,0,1.0,1.0,0,5,566,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical,True,1,0,0,0,1,1,1.0,1.0,0,5,349,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical,True,1,0,0,0,1,2,1.0,1.0,0,5,512,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+example,True,1,0,0,1,2,0,1.0,1.0,0,5,354,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+example,True,1,0,0,1,2,1,1.0,1.0,0,5,270,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+example,True,1,0,0,1,2,2,1.0,0.875,0,7,861,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+definition,True,1,0,1,0,2,0,1.0,1.0,0,5,141,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+definition,True,1,0,1,0,2,1,1.0,1.0,0,5,118,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+definition,True,1,0,1,0,2,2,1.0,1.0,0,5,165,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+definition+example,True,1,0,1,1,3,0,1.0,1.0,0,5,100,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+definition+example,True,1,0,1,1,3,1,1.0,1.0,0,5,138,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+definition+example,True,1,0,1,1,3,2,1.0,1.0,0,5,87,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class,True,1,1,0,0,2,0,1.0,1.0,0,5,383,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class,True,1,1,0,0,2,1,1.0,0.875,0,7,721,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class,True,1,1,0,0,2,2,1.0,1.0,0,5,418,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+example,True,1,1,0,1,3,0,1.0,1.0,0,5,461,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+example,True,1,1,0,1,3,1,1.0,1.0,0,5,344,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+example,True,1,1,0,1,3,2,1.0,1.0,0,5,345,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+definition,True,1,1,1,0,3,0,1.0,1.0,0,5,154,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+definition,True,1,1,1,0,3,1,1.0,1.0,0,5,145,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+definition,True,1,1,1,0,3,2,1.0,1.0,0,5,103,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+definition+example,True,1,1,1,1,4,0,1.0,1.0,0,5,115,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+definition+example,True,1,1,1,1,4,1,1.0,1.0,0,5,90,
config_evpn_indeplex,gpt-5.6-sol,one_inert,lexical+class+definition+example,True,1,1,1,1,4,2,1.0,1.0,0,5,166,
config_evpn_indeplex,gpt-5.6-sol,one_inert,no-reference,False,0,0,0,0,0,0,1.0,0.875,0,7,512,
config_evpn_indeplex,gpt-5.6-sol,one_inert,no-reference,False,0,0,0,0,0,1,1.0,1.0,0,5,899,
config_evpn_indeplex,gpt-5.6-sol,one_inert,no-reference,False,0,0,0,0,0,2,1.0,0.875,0,7,336,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,lexical+class+definition+example,True,1,1,1,1,4,0,1.0,1.0,0,5,86,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,lexical+class+definition+example,True,1,1,1,1,4,1,1.0,1.0,0,5,186,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,lexical+class+definition+example,True,1,1,1,1,4,2,1.0,1.0,0,5,71,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,id-only,True,0,0,0,0,0,0,1.0,1.0,0,5,136,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,id-only,True,0,0,0,0,0,1,1.0,1.0,0,5,139,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,id-only,True,0,0,0,0,0,2,1.0,1.0,0,5,76,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,no-reference,False,0,0,0,0,0,0,1.0,1.0,0,5,174,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,no-reference,False,0,0,0,0,0,1,1.0,1.0,0,5,90,
config_evpn_indeplex,gpt-5.6-sol,both_cognitive,no-reference,False,0,0,0,0,0,2,1.0,1.0,0,5,142,
config_evpn_indeplex,gpt-5-nano,both_inert,id-only,True,0,0,0,0,0,0,0.889,1.0,0,3,4800,
config_evpn_indeplex,gpt-5-nano,both_inert,id-only,True,0,0,0,0,0,1,0.889,1.0,0,3,5568,
config_evpn_indeplex,gpt-5-nano,both_inert,id-only,True,0,0,0,0,0,2,0.875,0.875,0,5,4608,
config_evpn_indeplex,gpt-5-nano,both_inert,example,True,0,0,0,1,1,0,0.889,1.0,0,3,4224,
config_evpn_indeplex,gpt-5-nano,both_inert,example,True,0,0,0,1,1,1,0.889,1.0,0,3,6016,
config_evpn_indeplex,gpt-5-nano,both_inert,example,True,0,0,0,1,1,2,0.889,1.0,0,3,5440,
config_evpn_indeplex,gpt-5-nano,both_inert,definition,True,0,0,1,0,1,0,0.875,0.875,0,5,3968,
config_evpn_indeplex,gpt-5-nano,both_inert,definition,True,0,0,1,0,1,1,0.889,1.0,0,3,5760,
config_evpn_indeplex,gpt-5-nano,both_inert,definition,True,0,0,1,0,1,2,0.889,1.0,0,3,4288,
config_evpn_indeplex,gpt-5-nano,both_inert,definition+example,True,0,0,1,1,2,0,0.889,1.0,0,3,4672,
config_evpn_indeplex,gpt-5-nano,both_inert,definition+example,True,0,0,1,1,2,1,1.0,1.0,0,5,6784,
config_evpn_indeplex,gpt-5-nano,both_inert,definition+example,True,0,0,1,1,2,2,0.889,1.0,0,3,4416,
config_evpn_indeplex,gpt-5-nano,both_inert,class,True,0,1,0,0,1,0,0.889,1.0,0,3,5632,
config_evpn_indeplex,gpt-5-nano,both_inert,class,True,0,1,0,0,1,1,0.889,1.0,0,3,4672,
config_evpn_indeplex,gpt-5-nano,both_inert,class,True,0,1,0,0,1,2,0.889,1.0,0,3,8896,
config_evpn_indeplex,gpt-5-nano,both_inert,class+example,True,0,1,0,1,2,0,0.889,1.0,0,3,7104,
config_evpn_indeplex,gpt-5-nano,both_inert,class+example,True,0,1,0,1,2,1,1.0,1.0,0,5,5440,
config_evpn_indeplex,gpt-5-nano,both_inert,class+example,True,0,1,0,1,2,2,0.889,1.0,0,3,4928,
config_evpn_indeplex,gpt-5-nano,both_inert,class+definition,True,0,1,1,0,2,0,0.875,0.875,0,5,5120,
config_evpn_indeplex,gpt-5-nano,both_inert,class+definition,True,0,1,1,0,2,1,0.889,1.0,0,3,4544,
config_evpn_indeplex,gpt-5-nano,both_inert,class+definition,True,0,1,1,0,2,2,0.889,1.0,0,3,3328,
config_evpn_indeplex,gpt-5-nano,both_inert,class+definition+example,True,0,1,1,1,3,0,0.875,0.875,0,5,6208,
config_evpn_indeplex,gpt-5-nano,both_inert,class+definition+example,True,0,1,1,1,3,1,0.889,1.0,0,3,6208,
config_evpn_indeplex,gpt-5-nano,both_inert,class+definition+example,True,0,1,1,1,3,2,1.0,1.0,0,5,4608,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical,True,1,0,0,0,1,0,0.875,0.875,0,5,4864,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical,True,1,0,0,0,1,1,0.889,1.0,0,3,5440,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical,True,1,0,0,0,1,2,0.889,1.0,0,3,3264,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+example,True,1,0,0,1,2,0,0.889,1.0,0,3,5632,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+example,True,1,0,0,1,2,1,0.889,1.0,0,3,4672,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+example,True,1,0,0,1,2,2,0.889,1.0,0,3,6208,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+definition,True,1,0,1,0,2,0,0.889,1.0,0,3,4736,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+definition,True,1,0,1,0,2,1,0.875,0.875,0,5,7552,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+definition,True,1,0,1,0,2,2,0.889,1.0,0,3,2944,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+definition+example,True,1,0,1,1,3,0,0.875,0.875,0,5,4992,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+definition+example,True,1,0,1,1,3,1,1.0,1.0,0,5,6272,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+definition+example,True,1,0,1,1,3,2,0.889,1.0,0,3,6016,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class,True,1,1,0,0,2,0,0.875,0.875,0,5,6464,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class,True,1,1,0,0,2,1,0.875,0.875,0,5,6400,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class,True,1,1,0,0,2,2,0.875,0.875,0,5,4800,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+example,True,1,1,0,1,3,0,0.889,1.0,0,3,4928,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+example,True,1,1,0,1,3,1,1.0,0.875,0,7,5888,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+example,True,1,1,0,1,3,2,0.875,0.875,0,5,3840,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+definition,True,1,1,1,0,3,0,0.889,1.0,0,3,4544,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+definition,True,1,1,1,0,3,1,0.889,1.0,0,3,4608,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+definition,True,1,1,1,0,3,2,0.875,0.875,0,5,6080,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+definition+example,True,1,1,1,1,4,0,0.857,0.75,0,7,7616,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+definition+example,True,1,1,1,1,4,1,0.889,1.0,0,3,2944,
config_evpn_indeplex,gpt-5-nano,both_inert,lexical+class+definition+example,True,1,1,1,1,4,2,0.875,0.875,0,5,4608,
config_evpn_indeplex,gpt-5-nano,both_inert,no-reference,False,0,0,0,0,0,0,0.889,1.0,0,3,2944,
config_evpn_indeplex,gpt-5-nano,both_inert,no-reference,False,0,0,0,0,0,1,0.889,1.0,0,3,5056,
config_evpn_indeplex,gpt-5-nano,both_inert,no-reference,False,0,0,0,0,0,2,0.889,1.0,0,3,5248,
config_evpn_indeplex,gpt-5-nano,one_inert,id-only,True,0,0,0,0,0,0,0.889,1.0,0,3,3584,
config_evpn_indeplex,gpt-5-nano,one_inert,id-only,True,0,0,0,0,0,1,0.889,1.0,0,3,3456,
config_evpn_indeplex,gpt-5-nano,one_inert,id-only,True,0,0,0,0,0,2,0.889,1.0,0,3,5120,
config_evpn_indeplex,gpt-5-nano,one_inert,example,True,0,0,0,1,1,0,0.889,1.0,0,3,4864,
config_evpn_indeplex,gpt-5-nano,one_inert,example,True,0,0,0,1,1,1,0.889,1.0,0,3,3648,
config_evpn_indeplex,gpt-5-nano,one_inert,example,True,0,0,0,1,1,2,0.889,1.0,0,3,4864,
config_evpn_indeplex,gpt-5-nano,one_inert,definition,True,0,0,1,0,1,0,0.889,1.0,0,3,4736,
config_evpn_indeplex,gpt-5-nano,one_inert,definition,True,0,0,1,0,1,1,0.875,0.875,0,5,4160,
config_evpn_indeplex,gpt-5-nano,one_inert,definition,True,0,0,1,0,1,2,0.875,0.875,0,5,5248,
config_evpn_indeplex,gpt-5-nano,one_inert,definition+example,True,0,0,1,1,2,0,0.889,1.0,0,3,3648,
config_evpn_indeplex,gpt-5-nano,one_inert,definition+example,True,0,0,1,1,2,1,0.875,0.875,0,5,4864,
config_evpn_indeplex,gpt-5-nano,one_inert,definition+example,True,0,0,1,1,2,2,0.889,1.0,0,3,7488,
config_evpn_indeplex,gpt-5-nano,one_inert,class,True,0,1,0,0,1,0,0.889,1.0,0,3,3200,
config_evpn_indeplex,gpt-5-nano,one_inert,class,True,0,1,0,0,1,1,0.889,1.0,0,3,5248,
config_evpn_indeplex,gpt-5-nano,one_inert,class,True,0,1,0,0,1,2,0.889,1.0,0,3,3520,
config_evpn_indeplex,gpt-5-nano,one_inert,class+example,True,0,1,0,1,2,0,0.889,1.0,0,3,4160,
config_evpn_indeplex,gpt-5-nano,one_inert,class+example,True,0,1,0,1,2,1,0.889,1.0,0,3,5248,
config_evpn_indeplex,gpt-5-nano,one_inert,class+example,True,0,1,0,1,2,2,0.889,1.0,0,3,5248,
config_evpn_indeplex,gpt-5-nano,one_inert,class+definition,True,0,1,1,0,2,0,1.0,1.0,0,5,5120,
config_evpn_indeplex,gpt-5-nano,one_inert,class+definition,True,0,1,1,0,2,1,0.889,1.0,0,3,5632,
config_evpn_indeplex,gpt-5-nano,one_inert,class+definition,True,0,1,1,0,2,2,0.889,1.0,0,3,3840,
config_evpn_indeplex,gpt-5-nano,one_inert,class+definition+example,True,0,1,1,1,3,0,0.875,0.875,0,5,4736,
config_evpn_indeplex,gpt-5-nano,one_inert,class+definition+example,True,0,1,1,1,3,1,0.889,1.0,0,3,5504,
config_evpn_indeplex,gpt-5-nano,one_inert,class+definition+example,True,0,1,1,1,3,2,0.889,1.0,0,3,6272,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical,True,1,0,0,0,1,0,0.889,1.0,0,3,6528,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical,True,1,0,0,0,1,1,0.889,1.0,0,3,4864,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical,True,1,0,0,0,1,2,0.889,1.0,0,3,5184,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+example,True,1,0,0,1,2,0,0.875,0.875,0,5,8384,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+example,True,1,0,0,1,2,1,0.889,1.0,0,3,4352,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+example,True,1,0,0,1,2,2,0.889,1.0,0,3,4608,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+definition,True,1,0,1,0,2,0,0.889,1.0,0,3,4032,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+definition,True,1,0,1,0,2,1,0.875,0.875,0,5,5184,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+definition,True,1,0,1,0,2,2,0.889,1.0,0,3,5568,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+definition+example,True,1,0,1,1,3,0,0.875,0.875,0,5,4736,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+definition+example,True,1,0,1,1,3,1,0.889,1.0,0,3,5888,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+definition+example,True,1,0,1,1,3,2,0.889,1.0,0,3,8512,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class,True,1,1,0,0,2,0,0.889,1.0,0,3,4352,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class,True,1,1,0,0,2,1,0.875,0.875,0,5,5376,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class,True,1,1,0,0,2,2,0.889,1.0,0,3,9600,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+example,True,1,1,0,1,3,0,0.889,1.0,0,3,5056,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+example,True,1,1,0,1,3,1,0.889,1.0,0,3,6592,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+example,True,1,1,0,1,3,2,0.889,1.0,0,3,5184,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+definition,True,1,1,1,0,3,0,0.875,0.875,0,5,7168,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+definition,True,1,1,1,0,3,1,0.889,1.0,0,3,7488,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+definition,True,1,1,1,0,3,2,0.889,1.0,0,3,4608,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+definition+example,True,1,1,1,1,4,0,0.875,0.875,0,5,6912,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+definition+example,True,1,1,1,1,4,1,0.889,1.0,0,3,8064,
config_evpn_indeplex,gpt-5-nano,one_inert,lexical+class+definition+example,True,1,1,1,1,4,2,0.889,1.0,0,3,7104,
config_evpn_indeplex,gpt-5-nano,one_inert,no-reference,False,0,0,0,0,0,0,0.889,1.0,0,3,3072,
config_evpn_indeplex,gpt-5-nano,one_inert,no-reference,False,0,0,0,0,0,1,0.889,1.0,0,3,3776,
config_evpn_indeplex,gpt-5-nano,one_inert,no-reference,False,0,0,0,0,0,2,0.889,1.0,0,3,4224,
config_evpn_indeplex,gpt-5-nano,both_cognitive,lexical+class+definition+example,True,1,1,1,1,4,0,0.889,1.0,0,3,5632,
config_evpn_indeplex,gpt-5-nano,both_cognitive,lexical+class+definition+example,True,1,1,1,1,4,1,0.857,0.75,0,7,4800,
config_evpn_indeplex,gpt-5-nano,both_cognitive,lexical+class+definition+example,True,1,1,1,1,4,2,0.857,0.75,0,7,7808,
config_evpn_indeplex,gpt-5-nano,both_cognitive,id-only,True,0,0,0,0,0,0,0.889,1.0,0,3,4160,
config_evpn_indeplex,gpt-5-nano,both_cognitive,id-only,True,0,0,0,0,0,1,1.0,1.0,0,5,3712,
config_evpn_indeplex,gpt-5-nano,both_cognitive,id-only,True,0,0,0,0,0,2,0.889,1.0,0,3,3392,
config_evpn_indeplex,gpt-5-nano,both_cognitive,no-reference,False,0,0,0,0,0,0,0.889,1.0,0,3,2688,
config_evpn_indeplex,gpt-5-nano,both_cognitive,no-reference,False,0,0,0,0,0,1,0.889,1.0,0,3,2624,
config_evpn_indeplex,gpt-5-nano,both_cognitive,no-reference,False,0,0,0,0,0,2,0.889,1.0,0,3,3456,
