case,model,placement,reference_variant,evidence,budget,trial,submitted,proposed,precision,recall,surviving_instance_fc,experiment_only_recall,residual_total,residual_experiment_only,residual_native,confirmed_provision,refuted_provision,interrogated,interrogate_calls,provision_calls,turns,total_tokens,reasoning_tokens,latency_s,mean_conf_correct,mean_conf_incorrect,surviving_traps
instance_hard,gpt-5-mini,both_inert,none,name,unbounded,5,True,8,0.75,0.545,2,0.5,9,2,0,0,0,0,0,0,1,2968,1600,23.35,0.775,0.9,a.r1~b.r1;a.svc100~b.svc100
instance_hard,gpt-5-mini,both_inert,none,name+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4844,2176,30.68,0.839,,
instance_hard,gpt-5-mini,both_inert,none,name+rels,unbounded,1,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4227,1536,22.63,0.773,,
instance_hard,gpt-5-mini,both_inert,none,name+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4356,1664,23.65,0.895,,
instance_hard,gpt-5-mini,both_inert,none,name+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4868,2240,29.2,0.867,,
instance_hard,gpt-5-mini,both_inert,none,name+rels,unbounded,4,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4258,1600,22.03,0.782,,
instance_hard,gpt-5-mini,both_inert,none,name+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4257,1600,23.45,0.836,,
instance_hard,gpt-5-mini,both_inert,none,name+attrs,unbounded,0,True,9,0.889,0.727,1,0.5,7,2,2,0,0,0,0,0,1,3369,1536,23.47,0.875,0.9,a.r1~b.r1
instance_hard,gpt-5-mini,both_inert,none,name+attrs,unbounded,1,True,11,0.909,0.909,1,1.0,3,0,2,0,0,0,0,0,1,3368,1536,21.22,0.855,0.9,a.r1~b.r1
instance_hard,gpt-5-mini,both_inert,none,name+attrs,unbounded,2,True,9,0.889,0.727,1,0.5,7,2,2,0,0,0,0,0,1,3963,2112,31.36,0.875,0.95,a.r1~b.r1
instance_hard,gpt-5-mini,both_inert,none,name+attrs,unbounded,3,True,8,0.875,0.636,1,0.5,9,2,2,0,0,0,0,0,1,3695,1856,25.52,0.893,0.9,a.r1~b.r1
instance_hard,gpt-5-mini,both_inert,none,name+attrs,unbounded,4,True,8,1.0,0.727,0,0.5,9,2,3,0,0,0,0,0,1,3261,1408,24.31,0.894,,
instance_hard,gpt-5-mini,both_inert,none,name+attrs,unbounded,5,True,9,0.889,0.727,1,0.5,7,2,2,0,0,0,0,0,1,3226,1408,23.17,0.925,0.98,a.r1~b.r1
instance_hard,gpt-5-mini,both_inert,none,name+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4419,1344,21.11,0.85,,
instance_hard,gpt-5-mini,both_inert,none,name+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5086,1984,28.73,0.906,,
instance_hard,gpt-5-mini,both_inert,none,name+attrs+rels,unbounded,2,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5393,2304,30.59,0.861,,
instance_hard,gpt-5-mini,both_inert,none,name+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4490,1408,21.14,0.822,,
instance_hard,gpt-5-mini,both_inert,none,name+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5148,2048,43.37,0.864,,
instance_hard,gpt-5-mini,both_inert,none,name+attrs+rels,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4876,1792,22.24,0.889,,
instance_hard,gpt-5-mini,both_inert,none,name+key,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2577,1088,17.95,0.9,,
instance_hard,gpt-5-mini,both_inert,none,name+key,unbounded,1,True,10,0.9,0.818,1,0.5,5,2,1,0,0,0,0,0,1,2757,1216,19.74,0.918,0.85,a.svc100~b.svc100
instance_hard,gpt-5-mini,both_inert,none,name+key,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2724,1216,21.5,0.99,,
instance_hard,gpt-5-mini,both_inert,none,name+key,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2723,1216,19.78,0.9,,
instance_hard,gpt-5-mini,both_inert,none,name+key,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2517,1024,18.26,0.95,,
instance_hard,gpt-5-mini,both_inert,none,name+key,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2695,1216,19.33,0.98,,
instance_hard,gpt-5-mini,both_inert,none,name+key+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4487,1728,25.77,0.917,,
instance_hard,gpt-5-mini,both_inert,none,name+key+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4086,1344,20.37,0.756,,
instance_hard,gpt-5-mini,both_inert,none,name+key+rels,unbounded,2,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4393,1664,25.92,0.856,,
instance_hard,gpt-5-mini,both_inert,none,name+key+rels,unbounded,3,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4219,1472,21.89,0.899,,
instance_hard,gpt-5-mini,both_inert,none,name+key+rels,unbounded,4,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4674,1920,34.8,0.855,,
instance_hard,gpt-5-mini,both_inert,none,name+key+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4075,1280,20.31,0.895,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3287,1344,17.96,0.9,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,3139,1216,15.52,0.861,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs,unbounded,2,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,2925,960,13.35,0.953,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2952,1024,14.55,0.99,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3111,1216,14.83,0.98,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3323,1408,17.15,0.9,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4911,1728,21.68,0.917,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4511,1344,17.73,0.939,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,2,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4747,1536,19.67,0.867,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4868,1664,26.46,0.928,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4926,1728,29.65,0.917,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4826,1664,26.72,0.917,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,0,1,8,8,1,7,36932,2176,37.97,0.982,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,2,1,14,14,3,3,16469,2176,33.39,0.978,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,0,1,8,8,1,6,32032,2560,38.14,0.991,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,2,1,4,4,3,2,10222,2112,30.49,0.978,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4918,1664,22.25,0.978,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,0,0,4,4,0,2,10366,2176,31.12,0.991,,
instance_hard,gpt-5-mini,both_cognitive,none,name+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,2,1,14,14,3,2,12733,3264,45.68,0.978,,
instance_hard,gpt-5-mini,both_cognitive,none,name+attrs+rels,unbounded,1,True,11,1.0,1.0,0,1.0,3,0,3,2,0,0,0,2,2,8862,1472,24.36,0.925,,
instance_hard,gpt-5-mini,both_cognitive,none,name+attrs+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,2,1,14,14,3,6,31508,3072,48.81,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+attrs+rels,unbounded,3,True,11,1.0,1.0,0,1.0,3,0,3,2,0,6,6,2,4,21108,2432,45.09,0.968,,
instance_hard,gpt-5-mini,both_cognitive,none,name+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,2,1,0,0,3,2,10512,2240,31.31,0.961,,
instance_hard,gpt-5-mini,both_cognitive,none,name+attrs+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,2,0,0,0,2,2,9078,1536,23.88,0.983,,
instance_hard,gpt-5-mini,both_cognitive,none,key+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,0,0,8,8,0,6,30316,2432,39.05,0.991,,
instance_hard,gpt-5-mini,both_cognitive,none,key+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,1,18,18,1,2,11194,2304,37.38,0.978,,
instance_hard,gpt-5-mini,both_cognitive,none,key+attrs+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,0,0,8,8,0,2,9640,1920,30.52,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,key+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4963,1920,27.82,0.989,,
instance_hard,gpt-5-mini,both_cognitive,none,key+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,2,1,0,0,3,2,9337,1728,34.0,0.972,,
instance_hard,gpt-5-mini,both_cognitive,none,key+attrs+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,0,0,8,8,0,6,30323,2496,41.05,0.982,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,4853,1024,17.14,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2568,1024,15.56,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,5771,1472,22.12,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,1,4,4,1,3,8270,1472,26.49,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,5934,1536,24.06,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,0,1,9,9,1,2,7158,1984,29.54,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,attrs+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4138,1216,18.17,0.98,,
instance_hard,gpt-5-mini,both_cognitive,none,attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,2,0,6,6,2,2,10816,2560,36.31,0.92,,
instance_hard,gpt-5-mini,both_cognitive,none,attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,2,0,4,4,2,4,18441,2816,36.23,0.987,,
instance_hard,gpt-5-mini,both_cognitive,none,attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,2,1,3,3,3,2,10811,3136,36.85,0.997,,
instance_hard,gpt-5-mini,both_cognitive,none,attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,2,1,8,10,3,6,32642,3008,44.63,0.989,,
instance_hard,gpt-5-mini,both_cognitive,none,attrs+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4413,1472,18.28,0.964,,
instance_hard,gpt-5-mini,both_cognitive,none,name,unbounded,0,True,0,0.0,0.0,0,0.0,25,4,3,0,1,12,12,1,3,8974,1600,23.75,,,
instance_hard,gpt-5-mini,both_cognitive,none,name,unbounded,1,True,2,1.0,0.182,0,0.0,21,4,3,2,1,18,19,3,10,38835,2112,42.34,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name,unbounded,2,True,0,0.0,0.0,0,0.0,25,4,3,0,1,14,14,1,2,6925,1728,28.18,,,
instance_hard,gpt-5-mini,both_cognitive,none,name,unbounded,3,False,0,0.0,0.0,0,0.0,25,4,3,2,1,25,32,3,11,61189,3712,59.33,,,
instance_hard,gpt-5-mini,both_cognitive,none,name,unbounded,4,True,2,1.0,0.182,0,0.0,21,4,3,2,1,5,5,3,11,28257,1472,34.08,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name,unbounded,5,True,5,1.0,0.455,0,0.0,15,4,3,2,1,5,7,3,11,29600,2688,52.9,1.0,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5716,2432,28.65,0.967,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,4989,1728,23.15,1.0,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,2,True,9,1.0,0.818,0,0.5,7,2,3,0,1,0,0,1,2,10354,2112,31.4,0.996,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,11766,2816,40.7,1.0,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5369,2112,25.57,0.989,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,2,1,0,0,3,2,10855,2432,34.34,0.978,,
instance_hard,gpt-5-mini,one_inert,none,name+attrs+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,2,1,0,0,3,2,12014,3264,46.56,0.981,,
instance_hard,gpt-5-mini,one_inert,none,name+attrs+rels,unbounded,1,True,11,1.0,1.0,0,1.0,3,0,3,2,0,0,0,2,2,10169,2048,29.77,0.941,,
instance_hard,gpt-5-mini,one_inert,none,name+attrs+rels,unbounded,2,True,9,1.0,0.818,0,0.5,7,2,3,2,0,0,0,2,2,10523,2368,39.72,0.961,,
instance_hard,gpt-5-mini,one_inert,none,name+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4966,1792,23.76,0.95,,
instance_hard,gpt-5-mini,one_inert,none,name+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,2,1,0,0,3,2,10747,2688,35.85,0.961,,
instance_hard,gpt-5-mini,one_inert,none,name+attrs+rels,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,2,1,0,0,3,2,11695,3584,50.0,0.987,,
instance_hard,gpt-5-mini,one_inert,none,key+attrs+rels,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,5292,2240,30.12,1.0,,
instance_hard,gpt-5-mini,one_inert,none,key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,5257,2240,30.85,1.0,,
instance_hard,gpt-5-mini,one_inert,none,key+attrs+rels,unbounded,2,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4541,1472,21.57,0.989,,
instance_hard,gpt-5-mini,one_inert,none,key+attrs+rels,unbounded,3,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,5200,2112,28.06,0.982,,
instance_hard,gpt-5-mini,one_inert,none,key+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,2,1,0,0,3,2,10244,2368,36.15,0.978,,
instance_hard,gpt-5-mini,one_inert,none,key+attrs+rels,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,2,0,0,0,2,2,10266,2048,31.97,1.0,,
instance_hard,gpt-5-mini,one_inert,none,name+key,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,5248,1152,21.31,1.0,,
instance_hard,gpt-5-mini,one_inert,none,name+key,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,5371,1280,18.7,1.0,,
