case,stack,uses_reference,placement,proposed,true_positives,false_positives,false_negatives,surviving_false_cognates,precision,recall,f1,residual,candidates,bilateral_checks,binding_ops,scaling,total_tokens,reasoning_tokens,latency_s,model
obs_compute,openai-agent(ref),True,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,4055,1472,7.72,gpt-5-nano
obs_compute,openai-agent(ref),True,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,4299,1664,8.56,gpt-5-nano
obs_compute,openai-agent(no-ref),False,one_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,0,~N^2,5546,3520,16.28,gpt-5-nano
obs_compute,openai-agent(no-ref),False,one_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,0,~N^2,6749,4544,22.34,gpt-5-nano
obs_compute,openai-agent(ref),True,one_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,10,~N,7887,5312,25.36,gpt-5-nano
obs_compute,openai-agent(ref),True,one_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,7526,4928,23.37,gpt-5-nano
obs_compute,openai-agent(no-ref),False,both_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,0,~N^2,5081,3008,15.66,gpt-5-nano
obs_compute,openai-agent(no-ref),False,both_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,0,~N^2,5710,3648,19.28,gpt-5-nano
obs_compute,openai-agent(ref),True,both_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,10,~N,8800,6208,30.64,gpt-5-nano
obs_compute,openai-agent(ref),True,both_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,6891,4416,21.45,gpt-5-nano
