case,stack,uses_reference,placement,proposed,true_positives,false_positives,false_negatives,surviving_false_cognates,precision,recall,f1,residual,candidates,bilateral_checks,binding_ops,scaling,total_tokens,reasoning_tokens,latency_s,model
config_evpn,openai-agent(ref),True,both_cognitive,8,8,0,0,0,1.0,1.0,1.0,5,8,0,19,~N,6474,2944,15.67,gpt-5-nano
config_evpn,openai-agent(ref),True,both_cognitive,8,8,0,0,0,1.0,1.0,1.0,5,8,0,19,~N,5810,2240,12.18,gpt-5-nano
config_evpn,openai-agent(no-ref),False,one_inert,9,8,1,0,0,0.889,1.0,0.941,3,9,0,0,~N^2,8709,5888,28.24,gpt-5-nano
config_evpn,openai-agent(no-ref),False,one_inert,9,8,1,0,0,0.889,1.0,0.941,3,9,0,0,~N^2,5906,3200,17.53,gpt-5-nano
config_evpn,openai-agent(ref),True,one_inert,8,8,0,0,0,1.0,1.0,1.0,5,8,0,19,~N,8625,5120,27.3,gpt-5-nano
config_evpn,openai-agent(ref),True,one_inert,9,8,1,0,0,0.889,1.0,0.941,3,9,0,19,~N,7879,4352,20.54,gpt-5-nano
config_evpn,openai-agent(no-ref),False,both_inert,9,8,1,0,0,0.889,1.0,0.941,3,9,0,0,~N^2,6091,3200,16.81,gpt-5-nano
config_evpn,openai-agent(no-ref),False,both_inert,9,8,1,0,0,0.889,1.0,0.941,3,9,0,0,~N^2,7251,4416,20.99,gpt-5-nano
config_evpn,openai-agent(ref),True,both_inert,8,8,0,0,0,1.0,1.0,1.0,5,8,0,19,~N,7912,4352,20.99,gpt-5-nano
config_evpn,openai-agent(ref),True,both_inert,8,8,0,0,0,1.0,1.0,1.0,5,8,0,19,~N,9302,5824,26.72,gpt-5-nano
