case,model,placement,reference_variant,evidence,budget,trial,submitted,proposed,precision,recall,surviving_instance_fc,experiment_only_recall,residual_total,residual_experiment_only,residual_native,confirmed_provision,refuted_provision,interrogated,interrogate_calls,provision_calls,turns,total_tokens,reasoning_tokens,latency_s,mean_conf_correct,mean_conf_incorrect,surviving_traps
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7122,319,8.87,1.0,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3390,253,7.51,0.99,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,3753,592,13.27,0.939,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3493,356,9.17,0.984,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3375,238,8.8,0.99,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,3462,301,8.26,0.928,,
instance_hard,gpt-5.6-sol,both_inert,none,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3325,188,6.55,0.99,,
instance_hard,gpt-5.6-sol,both_cognitive,instance,name+key+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,0,1,8,8,1,2,7872,229,10.25,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,instance,name+key+attrs+rels,unbounded,1,True,11,1.0,1.0,0,1.0,3,0,3,0,1,8,8,1,3,11639,204,12.47,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,instance,name+key+attrs+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,0,1,8,8,1,2,7844,230,10.21,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,instance,name+key+attrs+rels,unbounded,3,True,11,1.0,1.0,0,1.0,3,0,3,0,1,8,8,1,2,7757,177,9.41,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,instance,name+key+attrs+rels,unbounded,4,True,11,1.0,1.0,0,1.0,3,0,3,0,1,8,8,1,2,7828,205,9.73,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,instance,name+key+attrs+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,0,1,8,8,1,2,7850,209,10.02,1.0,,
instance_hard,gpt-5.6-sol,one_inert,instance,name+key+attrs+rels,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,7322,247,7.54,1.0,,
instance_hard,gpt-5.6-sol,one_inert,instance,name+key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,7459,343,12.63,1.0,,
instance_hard,gpt-5.6-sol,one_inert,instance,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,7251,196,8.72,1.0,,
instance_hard,gpt-5.6-sol,one_inert,instance,name+key+attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7794,414,14.11,1.0,,
instance_hard,gpt-5.6-sol,one_inert,instance,name+key+attrs+rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,7239,208,9.51,1.0,,
instance_hard,gpt-5.6-sol,one_inert,instance,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,7266,213,9.44,1.0,,
instance_hard,gpt-5.6-sol,both_inert,instance,name+key+attrs+rels,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3469,84,3.64,1.0,,
instance_hard,gpt-5.6-sol,both_inert,instance,name+key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3481,96,4.43,1.0,,
instance_hard,gpt-5.6-sol,both_inert,instance,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3565,180,6.24,1.0,,
instance_hard,gpt-5.6-sol,both_inert,instance,name+key+attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3685,300,7.34,1.0,,
instance_hard,gpt-5.6-sol,both_inert,instance,name+key+attrs+rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3466,81,3.99,1.0,,
instance_hard,gpt-5.6-sol,both_inert,instance,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3516,131,5.59,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,invariant,name+key+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,8181,239,12.68,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,invariant,name+key+attrs+rels,unbounded,1,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,8198,248,11.89,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,invariant,name+key+attrs+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,8158,254,13.29,0.995,,
instance_hard,gpt-5.6-sol,both_cognitive,invariant,name+key+attrs+rels,unbounded,3,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,8163,249,12.59,0.995,,
instance_hard,gpt-5.6-sol,both_cognitive,invariant,name+key+attrs+rels,unbounded,4,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,8191,268,11.07,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,invariant,name+key+attrs+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,8142,243,12.03,0.995,,
instance_hard,gpt-5.6-sol,one_inert,invariant,name+key+attrs+rels,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3839,320,8.74,1.0,,
instance_hard,gpt-5.6-sol,one_inert,invariant,name+key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3861,338,8.45,0.997,,
instance_hard,gpt-5.6-sol,one_inert,invariant,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3762,243,8.75,1.0,,
instance_hard,gpt-5.6-sol,one_inert,invariant,name+key+attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3833,314,10.54,1.0,,
instance_hard,gpt-5.6-sol,one_inert,invariant,name+key+attrs+rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3656,137,5.84,1.0,,
instance_hard,gpt-5.6-sol,one_inert,invariant,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,4,4,0,2,7912,457,12.98,1.0,,
instance_hard,gpt-5.6-sol,both_inert,invariant,name+key+attrs+rels,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3568,124,4.65,0.99,,
instance_hard,gpt-5.6-sol,both_inert,invariant,name+key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3652,208,6.51,0.99,,
instance_hard,gpt-5.6-sol,both_inert,invariant,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3638,194,6.97,0.99,,
instance_hard,gpt-5.6-sol,both_inert,invariant,name+key+attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3562,118,5.01,0.99,,
instance_hard,gpt-5.6-sol,both_inert,invariant,name+key+attrs+rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3635,191,7.26,0.983,,
instance_hard,gpt-5.6-sol,both_inert,invariant,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,3779,335,11.46,0.99,,
