case,stack,uses_reference,placement,proposed,true_positives,false_positives,false_negatives,surviving_false_cognates,precision,recall,f1,residual,candidates,bilateral_checks,binding_ops,scaling,total_tokens,reasoning_tokens,latency_s,model
obs_routing,openai-agent(ref),True,both_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,2580,188,6.25,gpt-5.6-sol
obs_routing,openai-agent(no-ref),False,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,0,~N^2,3179,960,11.87,gpt-5-mini
obs_routing,openai-agent(no-ref),False,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,0,~N^2,3394,1216,12.54,gpt-5-mini
obs_routing,openai-agent(ref),True,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,3116,448,7.06,gpt-5-mini
obs_routing,openai-agent(ref),True,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,3385,704,9.52,gpt-5-mini
obs_routing,openai-agent(no-ref),False,one_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,0,~N^2,3463,1216,15.54,gpt-5-mini
obs_routing,openai-agent(no-ref),False,one_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,0,~N^2,3757,1536,18.37,gpt-5-mini
obs_routing,openai-agent(ref),True,one_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,3954,1280,14.23,gpt-5-mini
obs_routing,openai-agent(ref),True,one_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,3986,1344,14.24,gpt-5-mini
obs_routing,openai-agent(no-ref),False,both_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,0,~N^2,3763,1600,23.33,gpt-5-mini
obs_routing,openai-agent(no-ref),False,both_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,0,~N^2,3788,1600,18.52,gpt-5-mini
obs_routing,openai-agent(ref),True,both_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,4415,1920,17.8,gpt-5-mini
obs_routing,openai-agent(ref),True,both_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,3682,1216,13.75,gpt-5-mini
obs_routing,openai-agent(no-ref),False,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,0,~N^2,4842,2688,14.43,gpt-5-nano
obs_routing,openai-agent(no-ref),False,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,0,~N^2,5429,3264,15.84,gpt-5-nano
obs_routing,openai-agent(ref),True,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,4493,1856,9.16,gpt-5-nano
obs_routing,openai-agent(ref),True,both_cognitive,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,4547,1920,10.97,gpt-5-nano
obs_routing,openai-agent(no-ref),False,one_inert,5,3,2,1,2,0.6,0.75,0.667,7,5,0,0,~N^2,6092,3840,16.87,gpt-5-nano
obs_routing,openai-agent(no-ref),False,one_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,0,~N^2,5993,3776,16.79,gpt-5-nano
obs_routing,openai-agent(ref),True,one_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,6147,3520,16.51,gpt-5-nano
obs_routing,openai-agent(ref),True,one_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,10,~N,9144,6592,30.56,gpt-5-nano
obs_routing,openai-agent(no-ref),False,both_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,0,~N^2,6877,4800,20.99,gpt-5-nano
obs_routing,openai-agent(no-ref),False,both_inert,3,3,0,1,0,1.0,0.75,0.857,11,3,0,0,~N^2,5302,3200,14.54,gpt-5-nano
obs_routing,openai-agent(ref),True,both_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,10,~N,7243,4672,20.61,gpt-5-nano
obs_routing,openai-agent(ref),True,both_inert,4,3,1,1,1,0.75,0.75,0.75,9,4,0,10,~N,5537,3072,13.53,gpt-5-nano
