case,phase,model,policy,placement,reference,trial,submitted,n_intents,decision_correct,decision_accuracy,offer_correct,refer_count,best_calls,policy_calls,feasibility_calls,turns,total_tokens,reasoning_tokens,latency_s
intent_hard,negotiate,gpt-5.6-sol,resil,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,3,7318,55,7.52
intent_hard,negotiate,gpt-5.6-sol,resil,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,3,7331,58,11.89
intent_hard,negotiate,gpt-5.6-sol,resil,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,4,10043,120,11.56
intent_hard,negotiate,gpt-5.6-sol,resil,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,3,7218,52,8.76
intent_hard,negotiate,gpt-5.6-sol,resil,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,2204,370,8.55
intent_hard,negotiate,gpt-5.6-sol,resil,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,2211,377,611.12
intent_hard,negotiate,gpt-5.6-sol,resil,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,3,8257,44,10.13
intent_hard,negotiate,gpt-5.6-sol,resil,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,3,8255,42,10.28
intent_hard,negotiate,gpt-5.6-sol,resil,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,3,9375,40,7.0
intent_hard,negotiate,gpt-5.6-sol,resil,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,3,9381,49,7.56
intent_hard,negotiate,gpt-5.6-sol,bulk,both_cognitive,none,0,True,3,3,1.0,3,0,3,3,3,3,7214,57,8.77
intent_hard,negotiate,gpt-5.6-sol,bulk,both_cognitive,none,1,True,3,3,1.0,3,0,3,3,3,3,7321,106,9.64
intent_hard,negotiate,gpt-5.6-sol,bulk,provider_inert,none,0,True,3,3,1.0,3,0,0,3,0,3,6856,288,12.13
intent_hard,negotiate,gpt-5.6-sol,bulk,provider_inert,none,1,True,3,3,1.0,3,0,0,3,0,3,7098,411,12.21
intent_hard,negotiate,gpt-5.6-sol,bulk,consumer_policy,none,0,True,3,3,1.0,3,0,3,3,3,3,7423,106,9.09
intent_hard,negotiate,gpt-5.6-sol,bulk,consumer_policy,none,1,True,3,3,1.0,3,0,3,3,3,3,7336,60,8.08
intent_hard,negotiate,gpt-5.6-sol,bulk,consumer_mute,none,0,True,3,0,0.0,0,3,3,0,3,3,7299,88,7.92
intent_hard,negotiate,gpt-5.6-sol,bulk,consumer_mute,none,1,True,3,0,0.0,0,3,3,0,3,3,7224,53,6.95
intent_hard,negotiate,gpt-5.6-sol,bulk,both_inert,none,0,True,3,0,0.0,0,3,0,0,0,1,2213,379,7.76
intent_hard,negotiate,gpt-5.6-sol,bulk,both_inert,none,1,True,3,0,0.0,0,3,0,0,0,1,2220,386,8.16
intent_hard,negotiate,gpt-5.6-sol,bulk,both_cognitive,unit,0,True,3,3,1.0,3,0,3,3,3,3,8330,69,7.79
intent_hard,negotiate,gpt-5.6-sol,bulk,both_cognitive,unit,1,True,3,3,1.0,3,0,3,3,3,3,8280,50,6.87
intent_hard,negotiate,gpt-5.6-sol,bulk,both_cognitive,invariant,0,True,3,3,1.0,3,0,3,3,3,3,9371,42,7.05
intent_hard,negotiate,gpt-5.6-sol,bulk,both_cognitive,invariant,1,True,3,3,1.0,3,0,3,3,3,3,9390,51,8.58
