case,model,placement,reference_variant,evidence,budget,trial,submitted,proposed,precision,recall,surviving_instance_fc,experiment_only_recall,residual_total,residual_experiment_only,residual_native,confirmed_provision,refuted_provision,interrogated,interrogate_calls,provision_calls,turns,total_tokens,reasoning_tokens,latency_s,mean_conf_correct,mean_conf_incorrect,surviving_traps
instance_hard,gpt-5.6-sol,both_cognitive,none,name+key+attrs+rels,3,4,True,8,1.0,0.727,0,0.25,9,3,3,0,0,3,3,0,2,8156,1013,21.97,0.998,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name+key+attrs+rels,3,5,True,9,1.0,0.818,0,0.5,7,2,3,0,0,3,3,0,2,7725,580,18.08,0.996,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,3,0,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7293,436,12.55,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,3,1,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7274,434,12.29,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,3,2,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7167,390,10.95,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,3,3,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7107,331,10.73,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,3,4,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7149,373,12.23,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,3,5,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7018,260,9.25,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name+key+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,7581,264,11.51,0.995,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name+key+attrs+rels,unbounded,1,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,7617,289,10.35,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name+key+attrs+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,7674,324,12.15,0.995,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name+key+attrs+rels,unbounded,3,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,7724,328,12.36,1.0,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name+key+attrs+rels,unbounded,4,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,7657,321,11.11,0.995,,
instance_hard,gpt-5.6-sol,both_cognitive,none,name+key+attrs+rels,unbounded,5,True,11,1.0,1.0,0,1.0,3,0,3,2,1,8,8,3,2,7610,293,12.06,0.995,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,2,1,0,0,3,2,7270,468,13.48,0.978,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,2,0,0,0,2,2,7157,422,14.02,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7089,316,10.04,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7264,393,11.71,1.0,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7333,443,12.4,0.993,,
instance_hard,gpt-5.6-sol,one_inert,none,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,7278,403,12.25,1.0,,
