case,stack,uses_reference,placement,proposed,true_positives,false_positives,false_negatives,surviving_false_cognates,precision,recall,f1,residual,candidates,bilateral_checks,binding_ops,scaling,total_tokens,reasoning_tokens,latency_s,model
config_big_hard,openai-agent(no-ref),False,both_inert,14,12,2,0,0,0.857,1.0,0.923,3,14,0,0,~N^2,6647,1984,24.93,gpt-5-mini
config_big_hard,openai-agent(ref),True,both_inert,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,7813,2304,29.63,gpt-5-mini
config_big_hard,openai-agent(ref),True,both_inert,13,12,1,0,0,0.923,1.0,0.96,5,13,0,29,~N,7992,2304,36.55,gpt-5-mini
config_big_hard,openai-agent(ref),True,both_inert,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,8121,2560,32.42,gpt-5-mini
config_big_hard,openai-agent(ref),True,both_inert,13,12,1,0,0,0.923,1.0,0.96,5,13,0,29,~N,7912,2304,41.17,gpt-5-mini
config_big_hard,openai-agent(no-ref),False,both_cognitive,13,12,1,0,0,0.923,1.0,0.96,5,13,0,0,~N^2,10085,6528,52.65,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,both_cognitive,13,12,1,0,0,0.923,1.0,0.96,5,13,0,0,~N^2,7002,3456,31.8,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,both_cognitive,14,12,2,0,1,0.857,1.0,0.923,3,14,0,0,~N^2,9555,5952,47.17,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,both_cognitive,12,12,0,0,0,1.0,1.0,1.0,7,12,0,0,~N^2,7225,3904,36.08,gpt-5-nano
config_big_hard,openai-agent(ref),True,both_cognitive,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,7939,3264,31.2,gpt-5-nano
config_big_hard,openai-agent(ref),True,both_cognitive,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,8887,4224,40.02,gpt-5-nano
config_big_hard,openai-agent(ref),True,both_cognitive,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,8733,3968,35.34,gpt-5-nano
config_big_hard,openai-agent(ref),True,both_cognitive,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,8058,3456,31.39,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,one_inert,12,11,1,1,1,0.917,0.917,0.917,7,12,0,0,~N^2,8871,4864,42.74,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,one_inert,12,11,1,1,1,0.917,0.917,0.917,7,12,0,0,~N^2,9014,4928,44.76,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,one_inert,12,11,1,1,1,0.917,0.917,0.917,7,12,0,0,~N^2,11250,7168,57.59,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,one_inert,13,12,1,0,1,0.923,1.0,0.96,5,13,0,0,~N^2,9621,5632,44.4,gpt-5-nano
config_big_hard,openai-agent(ref),True,one_inert,11,11,0,1,0,1.0,0.917,0.957,9,11,0,29,~N,17616,12416,89.19,gpt-5-nano
config_big_hard,openai-agent(ref),True,one_inert,13,11,2,1,0,0.846,0.917,0.88,5,13,0,29,~N,16309,11200,81.79,gpt-5-nano
config_big_hard,openai-agent(ref),True,one_inert,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,14950,9856,74.59,gpt-5-nano
config_big_hard,openai-agent(ref),True,one_inert,13,12,1,0,0,0.923,1.0,0.96,6,13,0,29,~N,16081,11200,88.16,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,both_inert,12,11,1,1,0,0.917,0.917,0.917,7,12,0,0,~N^2,12867,8384,68.05,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,both_inert,14,12,2,0,1,0.857,1.0,0.923,3,14,0,0,~N^2,11276,6656,57.13,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,both_inert,14,12,2,0,1,0.857,1.0,0.923,3,14,0,0,~N^2,12379,7616,60.65,gpt-5-nano
config_big_hard,openai-agent(no-ref),False,both_inert,14,12,2,0,1,0.857,1.0,0.923,3,14,0,0,~N^2,11448,6784,56.35,gpt-5-nano
config_big_hard,openai-agent(ref),True,both_inert,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,12966,7488,55.44,gpt-5-nano
config_big_hard,openai-agent(ref),True,both_inert,12,12,0,0,0,1.0,1.0,1.0,7,12,0,29,~N,18193,12736,88.48,gpt-5-nano
config_big_hard,openai-agent(ref),True,both_inert,11,11,0,1,0,1.0,0.917,0.957,9,11,0,29,~N,12877,7552,53.6,gpt-5-nano
config_big_hard,openai-agent(ref),True,both_inert,13,11,2,1,1,0.846,0.917,0.88,5,13,0,29,~N,13928,8640,60.26,gpt-5-nano
