case,stack,uses_reference,placement,proposed,true_positives,false_positives,false_negatives,surviving_false_cognates,precision,recall,f1,residual,candidates,bilateral_checks,binding_ops,scaling,total_tokens,reasoning_tokens,latency_s,model
config_tapi_teas,openai-agent(no-ref),False,one_inert,10,9,1,0,0,0.9,1.0,0.947,0,10,0,0,~N^2,4111,1024,22.32,gpt-5-mini
config_tapi_teas,openai-agent(ref),True,one_inert,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,4847,1152,23.37,gpt-5-mini
config_tapi_teas,openai-agent(ref),True,one_inert,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,5059,1344,25.06,gpt-5-mini
config_tapi_teas,openai-agent(ref),True,one_inert,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,4951,1088,25.29,gpt-5-mini
config_tapi_teas,openai-agent(ref),True,one_inert,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,5119,1280,28.04,gpt-5-mini
config_tapi_teas,openai-agent(no-ref),False,both_cognitive,9,9,0,0,0,1.0,1.0,1.0,2,9,0,0,~N^2,7351,4736,51.4,gpt-5-nano
config_tapi_teas,openai-agent(no-ref),False,both_cognitive,10,9,1,0,0,0.9,1.0,0.947,0,10,0,0,~N^2,7889,5184,57.05,gpt-5-nano
config_tapi_teas,openai-agent(no-ref),False,both_cognitive,9,9,0,0,0,1.0,1.0,1.0,2,9,0,0,~N^2,5626,3136,33.87,gpt-5-nano
config_tapi_teas,openai-agent(no-ref),False,both_cognitive,9,9,0,0,0,1.0,1.0,1.0,2,9,0,0,~N^2,7563,4992,50.65,gpt-5-nano
config_tapi_teas,openai-agent(ref),True,both_cognitive,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,5868,2560,26.3,gpt-5-nano
config_tapi_teas,openai-agent(ref),True,both_cognitive,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,6524,3200,31.54,gpt-5-nano
config_tapi_teas,openai-agent(ref),True,both_cognitive,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,5632,2432,31.51,gpt-5-nano
config_tapi_teas,openai-agent(ref),True,both_cognitive,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,5920,2688,29.31,gpt-5-nano
config_tapi_teas,openai-agent(no-ref),False,one_inert,10,8,2,1,1,0.8,0.889,0.842,0,10,0,0,~N^2,8787,5824,55.47,gpt-5-nano
config_tapi_teas,openai-agent(no-ref),False,one_inert,9,9,0,0,0,1.0,1.0,1.0,2,9,0,0,~N^2,7493,4672,46.28,gpt-5-nano
config_tapi_teas,openai-agent(no-ref),False,one_inert,10,9,1,0,0,0.9,1.0,0.947,1,10,0,0,~N^2,7214,4288,41.56,gpt-5-nano
config_tapi_teas,openai-agent(no-ref),False,one_inert,9,9,0,0,0,1.0,1.0,1.0,2,9,0,0,~N^2,7460,4672,44.55,gpt-5-nano
config_tapi_teas,openai-agent(ref),True,one_inert,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,10247,6656,59.06,gpt-5-nano
config_tapi_teas,openai-agent(ref),True,one_inert,8,8,0,1,0,1.0,0.889,0.941,4,8,0,20,~N,11360,7808,67.76,gpt-5-nano
config_tapi_teas,openai-agent(ref),True,one_inert,10,9,1,0,0,0.9,1.0,0.947,1,10,0,20,~N,11457,7936,66.52,gpt-5-nano
config_tapi_teas,openai-agent(ref),True,one_inert,9,9,0,0,0,1.0,1.0,1.0,2,9,0,20,~N,10847,7296,64.79,gpt-5-nano
